board,winner
XOOXXXXOO,1
  XOOO XX,0
XOOOXXX O,0
XOX  XOXO,1
OOX XO XX,1
OXXOOXXOX,1
 XXOXXOOO,0
X O OXOX ,0
OXXXOOOX ,0
 X XOOXXO,1
 XOOOXXOX,0
XXOOXXOXO,1
XOOXO OXX,0
XOOOX XXO,0
XO X XXOO,1
  XOOXXOX,1
O XXXO XO,1
XXOOXXOOX,1
 XOOXXXO ,1
XOOOX  X ,0
OXOXXOXXO,1
OXX XXOOO,0
XO XOOX X,1
OXXOXOXOX,1
XXOOO X  ,0
XOOXOXXOX,1
XOOO XXOX,0
OXOX XXO ,1
XXOOXXOOX,1
XOXOOXXOX,1
 XO XOOXX,1
XOOOX OXX,0
X  OOO XX,0
OXXXOXOXO,1
OOXXXOOXX,1
X XOOXXOO,0
XOX OX OX,1
XXOXOXXOO,1
OXXXOOXOX,1
XXXOOOX O,0
OXXOXXXOO,1
OOXXOXOXX,1
OX OOOXXX,0
 OXO X  X,1
 OXO XXXO,1
 OXXOX OX,1
XOOXXOOXX,1
OOO XXXOX,0
XXOX OXO ,1
   XXOOOX,0
XXOX  XOO,1
 X XOOXOX,1
XX OXOX O,1
  XOXOXOX,1
XOXOOXXOX,1
XO X OX  ,1
XOOOXXXO ,0
OX XXOX O,1
XX  XOOXO,1
XOXXOOXXO,1
OOOXXO XX,0
OX  X X O,1
OOXXXOXOX,1
  OOOXX X,0
O X  X XO,1
OXOOXXXOX,1
XOXOXOXOX,1
XOOOXO XX,0
XOOOX XOX,0
X OX OX  ,1
OX  XOXXO,1
XOOXXXOXO,1
O OOOXXXX,0
OXOXXOOXX,1
XOXXOXOXO,1
  XX OOOX,0
XXX   OOO,0
OXXX XOOO,0
OX X OXOX,1
OXXOXXXOO,1
XXOOXXOXO,1
  X OXO X,1
OX OXX XO,1
 XOXO OX ,0
OOXXOXOXX,1
XOOXOXXOX,1
 OXO X  X,1
XOXOXOXOX,1
OXOXOOXXX,1
O XOX  X ,1
 OX  XO X,1
OX X  XO ,1
XOXOOO XX,0
XOO OXOXX,0
XXOOO XXO,0
XXOXOOXOX,1
XO XX XOO,1
 OXOXOX X,1
XOXOXXXOO,1
XOXOXXXOO,1
OXOXXOOXX,1
XOXOX XO ,1
OOOXXXXO ,0
XO XOOOXX,0
O XXX XOO,1
O X XO X ,1
OX XOOOXX,0
OXXOOOXX ,0
XXXOOXOXO,1
XOXOOXXOX,1
XXOOOOXX ,0
XOOOXXXO ,0
XXXOXOOO ,0
 OX XOXOX,1
 XXX  OOO,0
XOOOXX XO,0
XXXOOO   ,0
OOXXOXOXX,1
XOXXOXOXO,1
OOX XX XO,1
OOOX  XX ,0
XX   OOOX,0
OXXXOXXOO,1
OX OOOXXX,0
O XOOOXXX,0
 OXXOX OX,1
XOXOXXXOO,1
OOXXOXXXO,1
OXOX  XXO,1
 OXXXOX O,1
X XOOXXOO,0
XXOXOOXXO,1
OXOXXXXOO,1
XOOXXXOOX,1
XOXXOOXOX,1
OXOXXXXOO,1
XOXOOXXXO,1
XOOXXXOOX,1
OXOXXOXXO,1
XOOXOXO X,0
X  OOOX X,0
OOXXXXOOX,1
 OXOOXXX ,1
XOOXOXXXO,1
X OOOXXXO,0
X XX OXOO,1
  XXXOXOO,1
OXOXOXOX ,0
 XXOOO X ,0
OX  X  XO,1
OOOXX OXX,0
XXOOX XO ,1
XXO XOOX ,1
XXOOXOXXO,1
XOXXXOOO ,0
X XOXXOOO,0
XXOXOOXXO,1
 OX  XOX ,1
OO XOOXXX,0
XX OOOXXO,0
  XOOO XX,0
OXXOXXXOO,1
XOXOOXXOX,1
OXOOXOXXX,1
OOOXXOXX ,0
X XXXOOOO,0
XOXXOXOOX,1
 XOOXOXX ,1
X OOOXXOX,0
XOOOX XXO,0
 XOOX XOX,1
O X X X O,1
  XO XO X,1
 XO XOX  ,1
XXOOXXXOO,1
  XOXOXOX,1
 XXOOOXXO,0
 X XOOX  ,1
XX OOXXOO,0
XOXOOXXXO,1
OXO X X  ,1
XOXXO XO ,1
X   OOOXX,0
 XOX XXOO,1
XXOOXXOOX,1
XX OX OXO,1
OX XOOOXX,0
 XOOX  X ,1
OXOXOOXXX,1
OX OXX XO,1
OOXXX  XO,1
OOXXOX X ,1
X OOO  XX,0
XOOXOXXXO,1
OXXXXOXOO,1
XOOXXXOOX,1
XXO OXOOX,0
 X XXOXOO,1
XOXXOXOXO,1
OXOXXOXXO,1
XOXXOOOX ,0
OOXOX XX ,1
O XXOXO X,1
OXXOXXOXO,1
XOOXOOXXX,1
XXOXOOXOX,1
XOOXOXXOX,1
OXXOOOXX ,0
XXXXO OOO,0
OOXXXOXOX,1
OXX XXOOO,0
O XXXOOOX,0
OXXXOOOX ,0
OOXXXXXOO,1
O X OX  X,1
OOX  X  X,1
XXOOXXOOX,1
OOXXOXXXO,1
OOXXOXOXX,1
OX OX XOX,1
OXXXOXOXO,1
XOOXO OXX,0
OOXXOXOXX,1
X XOOXXOO,0
 OOO XX X,0
XO X OX  ,1
OXOXXXOXO,1
XOOXXXOOX,1
XXXOOXOXO,1
XOXOXOOXX,1
OXOXOXXOX,1
OXOXXXOXO,1
  X  XOXO,1
XOXXXOXOO,1
OOXXXOXOX,1
OOOXXX XO,0
  XOOOXX ,0
XO X  XO ,1
  XOOX X ,1
OXOOXXXOX,1
 OXXXOOX ,1
OXOXXXOOX,1
XXOOX  XO,1
 OXOOXX X,1
 XOOX OXX,1
O OOOXXXX,0
XOXXX OOO,0
OXXXOXOOX,1
XXOXOOXXO,1
O XO XXOX,1
X OOOXXOX,0
XXOOXOXOX,1
XXOOXOXXO,1
X XOOOOXX,0
XXOOXOXOX,1
OXOXOXO X,0
XXOOOOX X,0
XOX OXO X,1
OXXOXOX  ,1
XOXXXOOXO,1
OX OOOXXX,0
X OXXOX O,1
 OXOXXXO ,1
XOOXXOXXO,1
OXO XXX O,1
XOOXXOXOX,1
OXOOXXXXO,1
OXOXOXO X,0
XOXOOXXXO,1
XOXX XOOO,0
 X OXOX  ,1
OOXX X XO,1
OX OXXOX ,1
OXX XOX O,1
 XX OOOX ,0
OOXXXOXXO,1
XXOOX OX ,1
OXOXXXOOX,1
XXOOXXXOO,1
OOXXXOX  ,1
OXO OXOXX,0
OOO X XX ,0
 XOOOXXXO,0
XOXXOXOOX,1
XXX OOOOX,0
OOXXX X O,1
OOOXX XOX,0
XXOOXXOOX,1
X X OXOXO,1
XOXOOXXOX,1
X XXO XOO,1
XX OOOX  ,0
OXXOOXXXO,1
OXXOOXOXX,1
O XO X X ,1
O X XXOOX,1
XXXXOOO O,0
  XOXO X ,1
 XOOXXOX ,1
  XOOOXX ,0
 OX OX X ,1
XOXX OX O,1
  XXXOOXO,1
XO XXXOOO,0
XOXOOOXX ,0
 XX OXOOX,1
 OXO X  X,1
OOXXOXXXO,1
OXXXOXXOO,1
OXXOOOXX ,0
 X OX X O,1
 XXOOXXOO,0
XOXXOXOOX,1
XOOXOOXXX,1
OXOXXXOOX,1
OXOXXXOOX,1
X  X OXO ,1
X OXO XOX,1
X XOX OXO,1
OOXOXXXXO,1
XXXXOOO O,0
 X OXOXOX,1
 X X XOOO,0
OOOX OXXX,0
OXXXOOXXO,1
  XOX  XO,1
OXXOOXXXO,1
XXXO XOOO,0
XOXXOXOXO,1
OXX X XOO,1
XOOXOXXOX,1
OX XXOXO ,1
OOOXXXO X,0
O XXOX OX,1
OXXOOX X ,1
XOOXXOOXX,1
XX OOO  X,0
 XO OXO X,0
OXX  XOXO,1
OOXXXOXXO,1
 XOX OX  ,1
XXOXXOOXO,1
X XXOOXO ,1
O XXOOOXX,0
X XOXXOOO,0
OXX OX OX,1
XOOXXXOOX,1
XXOOXOXOX,1
XXXOO XOO,0
X XOXOXO ,1
OXOOX  XX,1
OOOXX OXX,0
OX  XXOOX,1
OX  XXOXO,1
 OX XOX  ,1
OXXOOXXXO,1
XX   OOOX,0
XXOXOXXOO,1
XOXOXXOOX,1
 OXOX X  ,1
X XOOOXOX,0
X  XO X O,1
   XXOOOX,0
OX OX X  ,1
XXO OOOXX,0
XXXXOOXOO,1
OOXOXOXXX,1
 XXOOO X ,0
X  X  XOO,1
OOOXXXOX ,0
 OXOOOXXX,0
O XO X X ,1
X  XXOOXO,1
OOOX   XX,0
O X XOOXX,1
OXXXOXOXO,1
OOXOOXXXX,1
 XXX OXOO,1
OOOXX XXO,0
X OXOXX O,1
OOX XXO X,1
XOOOXXO X,0
OX XXOOX ,1
  X OX XO,1
OXXXOXXOO,1
XOXXOXOOX,1
OXXXOXOOX,1
X OOO X X,0
XOOX  XOX,1
XX XOOOOX,0
X  XXOXOO,1
OOXXXXOOX,1
OOOX XX  ,0
 XXX  OOO,0
XOOXXXOOX,1
XXOOXXOXO,1
X OOOX X ,0
OX XO XXO,1
OOXXXOXXO,1
OXXOOXXOX,1
XXOOXXOOX,1
XX XOXOOO,0
 OXOXXXO ,1
XXOOXOXOX,1
XOOXXXOOX,1
XX OXOOOX,0
XXOOXXOXO,1
OOXXXXOXO,1
  XO XO X,1
X OXO XOX,1
OXOXXXXOO,1
OXXXX OOO,0
O X  XOX ,1
OOXX X XO,1
OOXXOXXOX,1
OXOX  XOX,1
XOOOO XXX,0
XOXOXXXOO,1
OOOXX XXO,0
X XX OOO ,0
XXOXO OXO,0
OXOXOXXXO,1
X XOOXOX ,1
XXOOXOOXX,1
 OXOX  X ,1
OXOOXX X ,1
 X OOOXX ,0
OOOXXO XX,0
XXOOOOX X,0
XXOOXXOXO,1
XOXXXOOO ,0
XOOXXXOXO,1
OXOXXOXOX,1
OX X  XO ,1
OXX OXO X,1
OOOXX XOX,0
XOXXOXOXO,1
OXOOXXXOX,1
XXXXOOXOO,1
OOOXXOX X,0
O XOX X  ,1
 XXXOOX O,1
OXOOXXXOX,1
OOXXOXOXX,1
X  XXOXOO,1
OOXXOXXXO,1
XXOOOOXX ,0
 OX  XOX ,1
OXXOOXOXX,1
XOXOOOXX ,0
OOOXXXOX ,0
XXOXXOOXO,1
XXXOXOXOO,1
OXOOXXXOX,1
X XXOXOOO,0
  XXXOOO ,0
X OXXOX O,1
O X  XO X,1
XXXOOXOOX,1
  XXOOO X,0
OXO XX OX,1
XOXXXOOXO,1
 X  XOXO ,1
XOOXXXOOX,1
OXOXOOXXX,1
X  X XOOO,0
OXXXXOOXO,1
 OOOX XX ,0
X OOOX  X,0
OXOXXXOOX,1
XXOOXOX  ,1
XXXOOOXO ,0
XOXOOO XX,0
OXOXOOXXX,1
OOX XOXX ,1
 XOXXXOOO,0
XOOXOXXXO,1
XOXOOXXXO,1
OOXXOX X ,1
OXOXXXXOO,1
OOXOXOXXX,1
X OX OXOX,1
OXX OX OX,1
O X  X XO,1
OXOXOXXXO,1
XOOXXXOXO,1
XOOOXX XO,0
  X  XOOX,1
  XOOX X ,1
XOOXXOXXO,1
OXXX XOOO,0
XXXOOXOOX,1
 XOXOXX O,1
O XXOXO X,1
OOX XO XX,1
X XOOOXOX,0
OX OX  X ,1
 OXOOOXXX,0
OOO XOXXX,0
XOXXOXOOX,1
X XOOOXOX,0
OXXXOXOXO,1
OXOX  X  ,1
OOO XX X ,0
O XOXXO X,1
OOXXXOXXO,1
OOXXXOOXX,1
 XOOXX XO,1
OOX X  X ,1
X XXOOOOX,0
XOXOOXXOX,1
OXXX OX O,1
OXOOOXXX ,0
OXOXXXOOX,1
 OXXOX OX,1
OOOXXXX O,0
XXXOOO   ,0
XOOXOXOX ,0
  X XOX O,1
XXOOO X  ,0
XOOXXOX  ,1
 OOOXXXOX,0
XOX  XOOX,1
XOOXOXXOX,1
XXOXOOXOX,1
XOXOOXXOX,1
OOXXXXOOX,1
XXO X XOO,1
XXOOXOXOX,1
XXO XOOX ,1
O X OXXXO,1
XOXXOXXOO,1
OOXXOOX X,0
XXOXOOXOX,1
 XOOOXXOX,0
XOOXXOXOX,1
XXOOXOXXO,1
X XO XOXO,1
 XOXXO XO,1
OXOOXXOXX,1
XXOOOX   ,0
XOXOXOXOX,1
OX OXO XX,1
XOOXOXO X,0
OXOXXXOXO,1
XOXX OX O,1
XOXO X XO,1
 OOOXXOXX,0
OXX XOX O,1
  X XXOOO,0
XXOOOX XO,0
X OXXXOOO,0
OOXXXOXOX,1
  X XOOOX,0
XXOXOXXOO,1
OOXOXXXOX,1
 X X OOOX,0
 XXOXOOOX,0
OOO XOXXX,0
 OXO X  X,1
OX XO X  ,1
X OXXOOOX,0
X OX  XO ,1
OXO XX OX,1
XXOOXXOXO,1
OXXOOXXOX,1
XXOXOXOO ,0
OX X  X O,1
XOO OXOXX,0
 XOXOXOXO,0
XOOXXXOOX,1
XXOOXOOXX,1
XXXXOOXOO,1
OOXXXOXXO,1
OXX XOOOX,0
XXXOOOO X,0
XO XX OXO,1
XXOXOOX  ,1
XOXOXOXOX,1
XOOXOXXXO,1
XXOXX OOO,0
O XXOXOX ,1
OXOXXXOOX,1
 OOOXXXOX,0
 OOOX XX ,0
XOXOOXXXO,1
XOXOXXXOO,1
 X  XXOOO,0
OXOOXXXXO,1
OXOOOXXX ,0
 XX OXOXO,1
XOOOXXX O,0
OXOXXOOXX,1
O X XXOOX,1
XOOXOOXXX,1
OXXXOXXOO,1
XOX XOOX ,1
XOXXXOXOO,1
X OOOXXXO,0
XOOO  XX ,0
OOO XXXOX,0
OOX XXO X,1
OXXOOXXOX,1
X XO XOOX,1
X X OXOOX,1
XOXOOXXXO,1
OOXXOO XX,0
 X  OOOXX,0
OOO XXXXO,0
 XOXOXOXO,0
OX X OX  ,1
OOOXXXXO ,0
OOXXOOXX ,0
XXOOXOXOX,1
XX OXXOOO,0
O X  X XO,1
OXOXXOXOX,1
XXXOO XOO,0
  XXXOOO ,0
XXXOOXOXO,1
OXXOXXOOX,1
XOXXOOXOX,1
XXXXOOO O,0
 XXXOXOOO,0
XX OXOX O,1
XOOXXOXOX,1
XOXOOOXX ,0
 X  OOOXX,0
  O OXOXX,0
OOXXOXOXX,1
XOXOXOXOX,1
 OXOXX OX,1
OXXXOOX  ,1
OOOXOXXX ,0
X  XX OOO,0
OOXXXOXOX,1
 XXXOOXO ,1
X XXOOX O,1
XOO OXOXX,0
XXOOX  XO,1
 X  XOOX ,1
XO XXXOOO,0
OXOOXXOXX,1
XOXXXOOXO,1
OX  XO X ,1
 X  XOOX ,1
OOXXOX X ,1
OXXOOXXOX,1
OOXXOXXOX,1
XXOOOO XX,0
XX OXOOX ,1
XOOXX OX ,1
OXXOOXXOX,1
XOXXOOXXO,1
XXOOO XXO,0
XXOXX OOO,0
 X  XXOOO,0
XOXXOOXOX,1
 XXOOOXXO,0
OXOXOXXXO,1
XXOOX X O,1
XXOOXOXXO,1
 XO XO X ,1
OXOXOOXXX,1
OXXOXXOOX,1
 OXOXXOX ,1
O XXXOX O,1
OXXXOOX  ,1
XXOOXOXOX,1
OOXXOXOXX,1
X OX  X O,1
XX OX OXO,1
 OOOXXXXO,0
 X OX OX ,1
 XOXOXX O,1
 OOOOXXXX,0
 XO XOX  ,1
X XOOXOX ,1
   XXXOOO,0
OOX OOXXX,0
XOXOXXOOX,1
 XOOX OXX,1
XOOXOXXOX,1
X XOOXOX ,1
OXOXOOXXX,1
OOOXOX XX,0
OOXXXXOXO,1
OXOXOOXXX,1
 OOOXOXXX,0
XXXOO XOO,0
XXOXO OXO,0
XXOOXXOOX,1
O X XXXOO,1
OOO XXXXO,0
XXXOX OOO,0
 OXO XXOX,1
XXOOOO XX,0
XOXOXXXOO,1
XOXXOOXOX,1
OXOXOOXXX,1
OXXXOOX  ,1
OOX XX OX,1
XOOXXOXOX,1
 XXOXOOX ,1
X OXXXOOO,0
OOXXXOXOX,1
 OXXXOX O,1
OOXXOO XX,0
XOXX OXO ,1
XOXXOXXOO,1
XXXOOXOXO,1
XXOXXOXOO,1
 X  XOXO ,1
 XO X X O,1
XOXOXXXOO,1
X OXOXOXO,0
XOOXXXXOO,1
OXXXOXOXO,1
X OXXOX O,1
OXOXXOXOX,1
X  XOOX  ,1
OXOXXXOXO,1
 OXXXOOX ,1
XX  XOOO ,0
  XOOXXOX,1
OXOXOXXOX,1
OX OXXX O,1
XOOXXOXXO,1
XXXOOXOXO,1
X OOOXXXO,0
  X OX OX,1
X XOOOX  ,0
XOOOXX OX,0
 OXXXOOX ,1
  XOOO XX,0
XO XXO XO,1
X OOOOXXX,0
XXO XOX O,1
OOXX X XO,1
 X OXOXXO,1
X  X  XOO,1
XOOXOXXXO,1
XXXOXOXOO,1
  XOOX X ,1
OXOXXOXXO,1
 XO XOXOX,1
X OXX XOO,1
XOOXOXXOX,1
 XXOOX XO,1
 XOOXO XX,1
XOXXX OOO,0
X  X OX O,1
XO XXO XO,1
OXXXOOXOX,1
  XOXOX  ,1
 XXXXOOOO,0
X  XOOX  ,1
XOOXX OX ,1
OOOXX XOX,0
 OOO X XX,0
XO XXOOOX,0
XXOXXOOO ,0
OXOXXOOXX,1
 OXOX XOX,1
OX X  X O,1
XXXOOOX O,0
XOOXXOXXO,1
OOXXXOXXO,1
XXOXO OOX,0
XOXXOXXOO,1
O XO XXXO,1
XOXOXOOXX,1
OOXXOOXX ,0
XOOOXO XX,0
XOXXOXXOO,1
X XOXOOOX,0
 X XOXXOO,1
 X  XO XO,1
O XOXXXO ,1
XXXOOXOXO,1
XOXOXO X ,1
O X XXOXO,1
OOXXXXXOO,1
 X OX X O,1
OOO X XX ,0
XXOXXOXOO,1
OXO OXOXX,0
XXXXOOOO ,0
OOXXOXXXO,1
XXOOOXXO ,0
XO X  X O,1
XXO XOOOX,0
  XXOXOOX,1
XXOXXOXOO,1
OOX X OXX,1
OOXXXXXOO,1
XOOOX XOX,0
XX XOOO  ,0
XOXOXXOXO,1
XOXOOOX X,0
XOXXOXOOX,1
OOXXOXXXO,1
OXOXXXXOO,1
XXOOXXOXO,1
OXXOOX  X,1
OXOXXOXOX,1
XX OXXOOO,0
 X XX OOO,0
 XO XXOOX,1
OOX  X X ,1
O XOOOXXX,0
X X XOOO ,0
 X OX OX ,1
OOO XXXXO,0
 XXX  OOO,0
OOXXOXXOX,1
XOXXXOXOO,1
XOOXXOXOX,1
XOOXXXOOX,1
XOXOOXXOX,1
X OX OX  ,1
OXOOXXX  ,1
 XOXOXO  ,0
OXO XXO X,1
OXXX XOOO,0
 XXOOOX  ,0
XOOOOXX X,0
 OXO X  X,1
XOXOXXOOX,1
XX XOOXO ,1
XO X  X O,1
 OOOXXXXO,0
OOOX X  X,0
OXX  XOXO,1
XOOOXXOX ,0
OOOX XXOX,0
OXOXXXOXO,1
OOXXXXXOO,1
XOXOXXOOX,1
 X OX OX ,1
 X OOO XX,0
OOXXXXXOO,1
 XOOO  XX,0
OXOOXXOXX,1
X  XOOXXO,1
O XOXX OX,1
OX  XXOOX,1
OOOXXXXO ,0
 XXXOOX O,1
X OXOXOXO,0
OO XOOXXX,0
 X  XOXO ,1
OXXXO XO ,1
XOXX XOOO,0
OXXXOXOXO,1
OXOXXXXOO,1
XOOXXXXOO,1
 OXXX XOO,1
OOXXOXXOX,1
XOOXOXOX ,0
O X XOXXO,1
XXXOOXOXO,1
OOOXX   X,0
OOOX OXXX,0
  X OX XO,1
 XOXO X  ,1
XXXOX OOO,0
XOOX  XOX,1
XOXOOOX X,0
 XOOXXOX ,1
XOOXXOOXX,1
OX XXOOOX,0
XXOXXOOXO,1
O XXXOOOX,0
XX XOOOOX,0
O OOOXXXX,0
OXOXOXXXO,1
 OX OX X ,1
 XOXO XXO,1
OXXOOXXOX,1
X  XXOOXO,1
OXOXXXOXO,1
XOOXOXXOX,1
OOXOXXXOX,1
 OXXX XOO,1
OXXXOXOOX,1
XOXXOOO X,0
XOOO XXOX,0
 XXOOX OX,1
OOX  X X ,1
X X XOOXO,1
OXXXXOOO ,0
OXX XXOOO,0
XOXXO X O,1
OXXO XOX ,1
OOXOXOXXX,1
XOOXOXOX ,0
  XOOOXX ,0
XXOXXOXOO,1
O XOXOX X,1
  X OXOX ,1
OOXO X XX,1
 OOOX XX ,0
X OX  XO ,1
XXOOXOOXX,1
OX X OXXO,1
 OXOOXXX ,1
OX  X OX ,1
 XOXXXOOO,0
OXOOXXXOX,1
OX OXXX O,1
O X XXOXO,1
XXOOXXOOX,1
OXOXOXXXO,1
XOOXXXOOX,1
OXXXOXXOO,1
XXOOXXOXO,1
XXXXO OOO,0
XXOXOOX  ,1
O XO XOXX,1
OX OXXOX ,1
XXXOOXOXO,1
XOX OXO X,1
 OXOOOXXX,0
OOOX XXXO,0
XXOOOXO X,0
XXOOOOXX ,0
OXXOOX X ,1
OXOOXXXXO,1
OOXXOXXXO,1
XXOOXXOOX,1
OOOXXOX X,0
XOXX XOOO,0
XXOOXOXXO,1
XOX X OXO,1
OOXXOO XX,0
XOOXXXXOO,1
OOXXOXXXO,1
XOOO XX  ,0
OXXXOXOOX,1
  OOO XXX,0
OXXOXOXXO,1
OXXXOXXOO,1
OOXXXOXOX,1
XXOXOOXXO,1
OOXX XOX ,1
XOXXOXOXO,1
 XOOO X X,0
 OOOXXXOX,0
OXX OXOX ,1
 X OX XO ,1
  XOOXOXX,1
OXOOXXXOX,1
XXOXOOXXO,1
XOXOOO XX,0
OXXXOXOXO,1
XOXXOOXXO,1
X XOXXOOO,0
OX X OXXO,1
XOXX OX O,1
 X XXOXOO,1
OXXOX OX ,1
OXOXOXO X,0
OOXXXXXOO,1
OXXOXOOXX,1
XOXXXOXOO,1
O XXX XOO,1
OXOXOXXOX,1
X X OOO X,0
  X X XOO,1
  XOXXOOX,1
O X XO X ,1
OX XOOOXX,0
XXXOOXOXO,1
OOXOXXOXX,1
XOXOXXOXO,1
XOOXOXOX ,0
 XOOOXXXO,0
OOX OXXX ,1
X O OXOX ,0
OOXXXOOXX,1
XOXXOOXOX,1
 OOOXXOXX,0
O XO XXXO,1
XOOXXOXXO,1
 XOXXXOOO,0
OOX OOXXX,0
OOOXXXO X,0
X  OOO XX,0
XO XX OXO,1
X XXOOX O,1
OXXOOXXOX,1
OXOX  XOX,1
XXOOOXXO ,0
OXXXOXXOO,1
 OXXXOXO ,1
XXOOXXOOX,1
O XOOOXXX,0
OOXXOXXOX,1
OXOOXOXXX,1
OXOOOXX X,0
 XXXXOOOO,0
XOOXXXOXO,1
XO XOOXX ,1
  XOOOXX ,0
XOXOXXXOO,1
XOXX OXO ,1
XX X OXOO,1
OXOXOOXXX,1
XX XOOXO ,1
 XOOO XX ,0
XXOOOXOX ,0
OXXOXXOOX,1
OXOXXOOXX,1
XOOXXOXXO,1
OXXOOXXXO,1
X OXOXOXO,0
OX OX X  ,1
OXO XXXO ,1
OOOX XXOX,0
XXX OXOOO,0
OXXOOXXXO,1
OXX XXOOO,0
OX XX OXO,1
XXXOXOOXO,1
X  OOOXX ,0
OXX OXOX ,1
XOOXXOOXX,1
X XOOXXOO,0
XOXOXOXXO,1
XXX XOOOO,0
X XOXOOOX,0
 XOXOXO  ,0
XOOOX OXX,0
X OX OX  ,1
X OXX OXO,1
OOXXXXXOO,1
XOOX OX X,1
OOXOXXXOX,1
 OXXOX OX,1
  XXOOOX ,0
X   XOOOX,0
XXOOXXOOX,1
 XOX  XO ,1
OXXX OX O,1
XOOXO OXX,0
 OXOOXX X,1
OOXXXXOOX,1
XXO XXOOO,0
OOXXXXOXO,1
OOXX XOX ,1
XXOOXO X ,1
 XO X XO ,1
OOOX  X X,0
XXO X XOO,1
XXOXO OXO,0
XXOOOXXO ,0
O XXXOX O,1
OOOX X X ,0
OOX OOXXX,0
OXXOOXXXO,1
XXOOOOXX ,0
XXO O O X,0
 XOOX X  ,1
XXO OOOXX,0
XOXOXOX  ,1
OOOX XX  ,0
 X OXXXOO,1
XXX  OOO ,0
X OXXOOX ,1
XOXXOOXXO,1
XOXXOXXOO,1
 OX OXXXO,1
XOXOXXOOX,1
OOXOXXXXO,1
OXOXXXOOX,1
XXXOXOXOO,1
X XOXOOX ,1
XOOOXOXX ,0
XXXOOOO X,0
  X  XOOX,1
 XOXOXXO ,1
OOXXOXXOX,1
OXOXOXXXO,1
OXXOOXXOX,1
OXOXOXO X,0
OXOXXOOXX,1
X OXOXO  ,0
OXXXOXXOO,1
XOOOX OXX,0
OXXOXXOOX,1
OXXOXOOXX,1
XOXOOXXOX,1
OX XXXOOO,0
O XOOOXXX,0
OOXXXXOOX,1
 XOXO X  ,1
OOXOXXXOX,1
XOXOXXOOX,1
XOXXOOXXO,1
 X X OX O,1
XXOOXXOOX,1
OOO XXOXX,0
OXXXXOXOO,1
 OXOOX XX,1
XO XOOOXX,0
 XO XOOXX,1
XXOOO XOX,0
OXXOXOOXX,1
OXXXOOXOX,1
XXXOOO OX,0
OXOOOXXX ,0
XXOOO  X ,0
 OX XOXXO,1
OXXXXOXOO,1
OXX XOX O,1
XOOX OX X,1
XXOOX XO ,1
XX OX XOO,1
O X X  XO,1
XXXOOO OX,0
XXOOOXXO ,0
XXO XOXO ,1
OXO X XOX,1
XOXXOXOOX,1
OOX XXOX ,1
XOOXX X O,1
OXXOX X O,1
XOOXXXOXO,1
OX OOOXXX,0
X X OXOOX,1
X OXXXOOO,0
XOXXOXXOO,1
XXOXO X O,1
XXOOOOX X,0
XOOXXXOOX,1
XXOOXXOOX,1
XXOOOOXX ,0
 XOX OXXO,1
OXXOOXOXX,1
XXOOOXX O,0
OXOXXXOOX,1
OXO X X  ,1
OXOXO X X,1
 XOXO X  ,1
 OXOXOXX ,1
XOOOXX OX,0
 XXXO XOO,1
 X  XO XO,1
X OOOX X ,0
XO XXXOOO,0
O XOX  X ,1
  XX OOOX,0
 XOXXOXO ,1
XXOOXXXOO,1
XOOXXXOOX,1
XXXOOX OO,0
OOXXXOOXX,1
XOXXOXOXO,1
 XXX OXOO,1
XOOO XXXO,0
XXXXO OOO,0
 OXX XOOX,1
X X  OOOX,0
X  XX OOO,0
OXXOOXXXO,1
OOX OOXXX,0
XXOOXXOXO,1
XXOOOXO X,0
X   XOOOX,0
X XXOXOOO,0
XOOXXOXOX,1
 OXXOXOX ,1
XXOOXXXOO,1
XXOOXXXOO,1
XOXXOOOX ,0
 OX XXOOX,1
OXOXXXOXO,1
OXX OOOXX,0
OXXXOOXOX,1
OXXXOXXOO,1
OOOXX   X,0
XOXOOX  X,1
X OXO XOX,1
  XXOXOXO,1
XOOXOOXXX,1
 OX X XO ,1
O XXXOOOX,0
 OOOXXXOX,0
OXOXOXXXO,1
X XOXOOOX,0
XXXO XOOO,0
XOXXOXOOX,1
 OX  XO X,1
XXOOXXOXO,1
X XOXXOOO,0
OOXXOXXOX,1
 XX X OOO,0
XOOO   XX,0
OXXXOOO X,0
XXOOOXXO ,0
OX XX XOO,1
 OXX XOOX,1
  XX OOOX,0
 XXOOOXOX,0
OOXXOXOXX,1
XXOOXXOOX,1
XX OOOXOX,0
OX  XO X ,1
 OX OX X ,1
  XOOXOXX,1
OXXOXXXOO,1
X XOOO  X,0
XOOXXOXOX,1
  XOXOOXX,1
 XXX OXOO,1
 OOOXXOXX,0
XX OOO X ,0
OXOXXOOXX,1
OOXXOO XX,0
OOOXXX   ,0
XX XOOOOX,0
 XXOXOXO ,1
XXO X XOO,1
X OXXXOOO,0
X XXO XOO,1
 OXO X  X,1
XOXXOXOOX,1
 OXOXXO X,1
OOX  XXOX,1
OXXOOXXXO,1
XOOOXOXX ,0
 XXOXXOOO,0
O XOXXX O,1
X OOOXXXO,0
XXO XOOX ,1
XOOO  XX ,0
  OXOXO X,0
OOOXXOXX ,0
 OXOOX XX,1
XOOXXXXOO,1
XOXOXOXOX,1
XOOXXXXOO,1
OXXX OOOX,0
OXOXOOXXX,1
 OX X  XO,1
OOXX XO X,1
 X  X XOO,1
  XOOXXXO,1
XOOOXXXO ,0
OOOOXXX X,0
