board,winner
   OXO   X  OOXXO X   X  ,1
   X   X O OX XOX O X  O ,1
XO XOOXOXXOXXOOXXX  XOOO ,1
XOOXXXXOO OXXXOXO XOOOXXO,1
 XX    XOX XXOOOOO X   O ,0
OO X X X O X O XOX OXXOXO,1
OOX OXO   XXXXXOOOXOX OOX,0
OOXXOOXOXXOXXOOX OOXXO XX,1
XOXOOX OOXOOXXXXOXOXXOOOX,0
O OXXXOXOXOX XOXOXOO OX X,1
 XXOOXXXOOXOOXO OO XOOXXX,0
 XXOO OXXXXOOXOOOOX XOXX ,1
XXOOOXXXOOOXOXOXXX  OOXXO,1
OXO XXOOXOXOXX XOOX OXX O,1
X OXOXXOXOOXXXXOO OXXOOOX,1
OXOOOXOXXXXXOXOOXXOXXOOXO,1
XO OXX XOOXOOXOOXO XXXOOX,0
OOOOXXXXXOXXOXXOXOOOXOXOX,1
XXOOXXOOOOOXXO XXXXXO O O,0
OO OXXOXOOOOOXXX OXXXXOX ,0
O X XOXXXX XXOOX OO OOOOX,0
X O OXXXOOXOXXXOXOXOXOOXO,1
XXOXX OOOX OOOOOXO X XXX ,0
XXOXOOXOXXOOXO OXOXOXOX X,1
XOOXOXXOXOOOOXXOXXOXOXXOX,1
XOOXXOXXOOXXXXOOOXOOXXOXO,1
OOOOXOOX XXXXX XXOOXOXOOX,1
OX OOXXXOOXOX OOXOXOXOXXX,1
XO OXXX OOOX XXOXX XOOOOX,1
XOX OXXXOXOOOXXOXX  OOXOO,0
OOO XXOOOX XOXX OXO OXXXX,1
OXOOOXXOXOXOOXXXO X OX OX,0
 XX  XX XXO  OOOOOOX X  O,0
OOXOOXOXOXOOXXXXXXOXXOOOX,1
XOXOOOXXOOXXXXXOXXXOOXOOO,1
OOXOOXXXOXXOXXOXOXOXOOXOX,1
XOOXXXOOX OXOXOOXOO OXXX ,0
 XOOXXXXOXOOX XOXOXOXOOOX,1
OOX OO  OXXXOXO O  XO XXX,0
X   XOXOXOX XOOOOOXXXOXO ,0
OOXOOOXXX OOXX   OXOX  XX,1
XO XX XOOXOX  XXO XOOOOOX,0
O XOX XXOOXOXOXOXXOXXXOOO,1
XOOXXOOOOXOXXXOOOXXXXXOOX,1
XOXOOOOXX X XOXXOXXOOOXOX,1
XOOXXXOOXXOXOXOXOOXX XOOO,0
XXXOO OXXXOOXXOOO XXOOXOX,1
OXX XXXOOXOXXO OXXOOXOXOO,1
 X XXXXOXOOOXO  OO XX OO ,0
XXXXXXO O X OXO  OXOOOOOX,0
XOOOXO  OOOX  XX OXX  XXO,0
OXOXOOXXOXXXXXO OOOXOOXXO,0
XX XOOOOXXOOXOOXOOXOXXXOX,0
XXOOOOXXOOXXXOXXOXOOXOOXX,1
XOOXOO  XXXXXOX XOOOOO  X,0
OOOOOXXXOOX OOXOXXXOXOXXX,0
OOOOXXOXOXXOXOXXXXOXOOOXX,1
O  XOOXXOXOXXXOOOXXOOOXXX,1
XOXXXXXOOOX OXXOOOOOXXXOO,0
OXXOOOOX OOOOOXXXXXXOXXXO,0
XXOXXO OXOOOOXOXXOXOXXOOX,0
XOXOXOXXOXOXXOXOX OOXXOO ,1
X       XO  OO OO  XX  X ,0
XOXOO  OX  OXX OXO OX  X ,0
XOXXOXXOOXXOXXXXOOXOXOOOO,1
XXOOXXX XOOOOXXOO  XXO OX,1
XOO XXX XOOXXOXOOOXO  X O,0
XXXX XXOXOOOOOXOXXO OOO X,0
XXOXOXO OOXOX OXO  OX  XX,1
OOOOOXXX OXXXOXXXXOXOXOOO,0
X  XXOXOOOOO  XX  OOXXOX ,0
OOXOXXXOXOXXOXXOOXOOXXXOO,1
X O XXOOOXOXOOOXOO XXXXOX,0
OXOOXOOX XXOXXXXOXOOOXOX ,1
XOOXOOXOOOXXOOX OXXO XX X,0
XXXXOOOXOOOOXXOXOXOOXXXXO,1
XXXOO XOOOOOXXXXXOOXOOXOX,0
XXOXOOOOXOOXXXXXOX OX OOX,1
OXOOXOOXOOXOXXXXOXOXOX XO,0
  OXO XXOX  XOOOXX O XXO ,1
OX XOO XXOXXOXXOXOOO XXO ,1
XOXXOOX OOXOXXOXO OXXO  X,1
 OOOOXOOXXOOXXXXOXOXXOX  ,0
OOOXX OOXOOXXXOOOXXOXX XX,1
OOOXXOXXOXOOOOX OXX XXXOX,1
  OX X OXOO X O OXOXXX XO,1
XXXOOXOXO XOXXXO XOOXOXOO,1
OOOOXOXXOXXOOXOXXXXOOXOXX,1
X O X  XXOOXO O XOXXOXOXO,1
XOX X  OXXXXXOOOX OOXXOOO,1
XOOOOXXOXXOXXXXOOXOOOOXXX,1
   XX   X  O XO  OXO  XO ,1
XXXXXOO OOOOOXX XOOOXX OX,0
X  X X XO     X X OOOOO  ,0
O OXOO X O  X   X X XX  O,1
XXX XXO OXOO OX XOXOOXXOO,1
 XXXOOOOXXO  OXXX OXOXOXO,1
XXXXXOOOOXOXXXXOXOOXOOOXO,1
X OXOOXXX   XOOXOO XOXXOO,0
O XO OXOOOX OX XXO   X XX,1
OOOOX XOXXXXXXXXOOOOOOXXO,0
O  OXOOOXXXXXOOOXOXOOXXXX,1
O   XO XOXXOXOX O XO XXO ,1
OXXOOOX OXXXXXXO OXOOXOXO,1
XXOOXOOXO  OOOXXOXOOXX XX,0
OOOXXOOX X OOXOXXXXXXXOOO,1
XOXOXOX OOOX XOXXXXOOXXOO,1
OOXOOOXXOO XXXXX OXOXOXOX,1
O X OO XOX XXOXOXO XXXO O,1
 OO X  OXOXOXXXXOXXXOOOOX,1
 X XOXXOXOXOOXXOO XOXOOOX,0
XXXXXXXXOOXOXOOOOXOOOXXOO,1
OX XXOOXOXXOXXXXOOOOOOXXO,0
OXXOXOXOXXO  XXOOOOXXOXXO,1
XO XO XXXO OOO  OOXXOOXXX,0
OX OOXXOXO XOX XOO XXXOOX,1
XO O XX    XXXO OXXO XOOO,1
OOXXO XOXOO  X  OX XXX O ,1
O XXOOXOXOXXOOXX  OXX  O ,1
O OXX  XO  OX   XXO XO   ,1
OOXXXXXX OXOOOOOXXXXOOOOX,0
OOOOX XXOOXX  XXXOOOOXX  ,0
X XOXOX X  X OO X OXXOO O,1
XOOOXXXXOOOOXXOOOXOXXXXXO,1
 X OXOXXO XOXXO X OOXX OO,1
OXXOXOXXOOXOXXXXOOXOOOOXX,1
OOOOXXXXOOXXXOOXXXXO OOOX,0
 X OOOXOXXOX OOXXXOX XO  ,1
OXXOXXOOOOXXXXO XXOXOOXO ,1
OXX X    X  X X   OOOOOXO,0
OX XOXOOOOXXOOXXX XXXXOOO,1
O X OXOXOXXXXOOOOOXXXOO X,0
XOXXOOXXXOOXXOOOXOOXXXOXO,1
XOOOXO  OOX  X   X    XXO,0
XXXXOXXXXOOOXOOOOXOXOXOXO,1
XOOOXXX OXX OOXOXXXXXOOOO,1
XXOXXX OO   XXXXOXO OOOOO,0
 OO OOOXOXXXOXOX OXXOOXXX,0
OXXXXOOOOXO XXOOOX OXXOXX,1
XOXOOXXOXXXXOXOXXOOOOXOOX,1
OOXXOXXOOXOXXXOOXXOXOOXOX,1
X OXXOXOOXOOXOXXOOXOXXOOX,0
OXOOOOOXO  XOXX OXOXXXXOX,0
 OXXOXXXX OXXXOOOOOOOOXX ,0
XOOOXXOXXOXXXOXXXOOXOXOOO,1
OXXXOOXO OOOOOX XXXXO XXO,0
XOXXXXOOOOXOXOXXOXOOXOXOX,1
O   X XX OXOXOXOOXOXOOOXX,0
OXO OXOOOXOXXXXXOXOXXOOOX,0
OXXOOXOXXXOOOOXOXXOXOOXXX,1
OOOOOOX  XXOOO X  XXOXXXX,0
XXXO XOOXOXOOOXO  X OX XO,0
XOOOXO XXXXXOXXOOXOOXOOXO,0
 OOXOXXXOXOOOXO OO XXXX  ,0
OXXXO OOOXXOXXOOX X OOXXO,0
OXXOXXOOXXXXOXOXOXOOOOXOX,1
OOXXOXXXXXXOXOXXOXOOXOOOO,1
 XXOXOOOOXXXO XOXOO XXXOO,0
X XOOOXOXOOOXXO  XOXX  XO,0
OX X XOOOOOOXXXXXX OOXOXO,0
OXXXXOXOOOXOXOOOO XX XXO ,0
OOOXO O XXOXOXXXXXX OXO O,1
    X OOOXO XO OXXOOXXXOX,0
OOXO  XOXOOXXOXOX XOXO XX,1
O XOXOO OOOOOX  X XOXXXXX,0
OO OXXOXOXOXOX XXOXXOXOOX,1
OXX X OX X XO XOOOX OO X ,1
XOXXOOXX XO XOX OXOOOOOXX,0
OXX OXOOO OXX XO X XOOOXX,0
OOOX XOXXOX OO  OXXXO  X ,0
XOXO OOXO  OXXO  XX OX X ,1
OOXXXOOXXXOXXOOXOOOXXOOXX,1
O  OXO OX O OX X OX X X X,1
XOOOXOOX XOO X  XOXO XXX ,1
XOOOXXXXOXOOXOXOXXOXOXXOO,1
OOOOOX  X XO XXOX XOXXXOO,0
  XOOXOO OXX OXOOOXXXXOX ,0
OXXOOOXXOXOXXXXOOOOXXOXXO,1
OO O XX OX XOOO OXXXO XX ,0
O XOOOOO X XXXOXXXOOO X X,0
 XO XXOXXOXOO OXOX OXOXOX,1
OX OOOXXXXOO  X  XXXOOXO ,1
OOXOOOXOOXOXXXOXXXOXXXOOX,1
O   XOXO X OOX X  XX OOX ,1
XXXXOOX OOXOOXOOOXOXXOXOX,0
OXOOXOOXOOXXOXOXXO XXXOOX,0
X O XXXOO XO OOO  OXOXXX ,0
XXOOOXOOOOXXXOOXXXXXOOXXO,1
XXXXOOXXOOO XX OXOOOXXXOO,1
OXOOX OX XXOOXXOXXOXOOOXX,1
OOOXOXOOOXOXXXXOOO XX XX ,0
 XOOO O XXOOX O X X OX X ,0
 XOX OOOX OX XXXXXOOO XO ,1
OOOOXX OXOXXXXOXXOOXX XOO,1
XO XOXXX XOOOXXOOOOOXX XO,0
XOXXOX O  XOOOOXX X OXXO ,1
OXOXOXOXOX XXOXOOXOOXOOXX,0
OXXOO XO O  OX OOX XXXOX ,0
 XOOXOOXXXXOXOXXOX XOOXOO,1
 OOX OOXXXXOXX OOOX   X  ,1
OXXXOXXOOXOOXXOXXOXOOO OX,0
XXXOOOOXXXXXO OXOXOOXX OO,1
 XXOXOXX OOOX O XXOOOOXXX,1
O XOOOOOXX X O XXOOXXXO X,0
  OXXOX XOXOXXXXOOOOOXOXO,0
XOO XXXXX X X OO XOXOOOOO,0
XXXOOO XX XOOXXOOOXOXXOXO,1
XXOOXXXXOXOXOOOXO OXOOOXX,0
OOXOOX OOXOO OXXOX XXXXXO,0
OXOXOOOXOX XOXOXO X XX OX,1
 X X  O XO  X  OX O  XO  ,1
XXO OOXXXO XXOXOXOXXOOOO ,0
 OOXOXXX XOXOXXOOOOOXO XX,0
XOXXOXOOXOXXXOOOOOXXOXXO ,0
OXXXXOXXXOOOOOXOXOXXXOO O,0
XXOOXOOXXO XXXXXXOOOXO OO,1
 OX O OXXX X OO X    X  O,1
 XOOO XO  OOXXX  OX  OXX ,0
XO XXXOXXO OXOOXOOXOOXOX ,0
OXO X XOOOOOXXXO XXO X XO,0
XXOOXOOXXX OXO XX OOOOOXX,0
OXXOXOXOOXOXXOXOXXOOOOXXX,1
XXXXOOXXOOOXXXOXOOOXXOOXO,1
XXOXOOOXOXOXX O OXXXOXOXO,1
XXOXOOOOXXXO XXOOX XXOOOX,1
XOXOOOXXXOXXXOOOXOX OOXXO,0
 XXO OXXOOXXXO OOOOXXOXOX,0
OXOO  XOX XXXO OX   XX OO,1
OOOOO XXX  X O  OX XX  XO,0
XXXXOXOXOOXOOOOOXOXOXOX X,0
OOXX  OXO O XXOXX   XOXO ,1
OXXOXXXXOOOOOXXXXOOOX OOX,0
XXXXOOXOXXOOXOOXOOOXOX OX,0
XOOXOOXX XOOOXXOXOOXXXXOO,0
XOXOOXOXXXXOXXOXXOOOOXOXO,1
XXX XOOOO    OOX  X O OXX,0
OOXOOXOOXOXX OXOXXXXOXXOO,0
XX X OXXOX OXOO OOXOOXX O,0
XX X  XXXOOOOOOXOXO X   O,0
OXXXXXOXXX OXXO  OOOOOOXO,0
 XXOXXXOOO O XXOOOXOXOXXO,0
XXOOXOXOX XOXX XOO XXOOO ,1
O XXXXXOOXXOOOXO OXOOXOXX,1
XXXXXOOOXOOXXXOXXOXOOOOXO,1
OXOXXXOOXXXOX OOOXX XOXOO,1
OXXOOOXXXXXOOOXXXOXXOXOOO,1
 OX OOOX X OXXXOX XOOOXX ,1
OOOX OOXXX X OOOXX  XXO X,1
OOXXOOOOXOOXOXOXXOXOXXXXX,1
XOXOOOXXOOXXOOXXXOOXXXOOX,1
OXXOOX XXOXOXOOXXXOXOOOXO,0
XO X   O O  XO OOO X X XX,0
OOXO XOOOX XXOO  XX  XXO ,0
XXOX   XXXXXOOOOOOXXXOOOO,0
O OO XXXOOXX  XXXX OOOOOX,0
XOOOXOXOX X XXO OXXX OOXO,1
 OOOXOXXXXOXO XOXXOXOXOXO,1
XXOXXOOOXXXXXOOXOOOXXOOXO,1
O XXOOXXOXOOOXO XXXXO OXO,0
X OXXOXOXX OOXOOXOXOOXXXO,1
OOOXOXXXOOXXOXXXOOOOXXXXO,1
XXOOXOXOOXXOOXXOOX OXOXX ,1
XXXOO  OX OOXOOXOXOX  OXX,0
OXX OXOXOOXOXO OXXXOXXOOX,1
 OXX XOOX OOOXXOO XOXXX  ,1
XXXOOXO XXXXOOOOXOO X XO ,1
XXXXXXOOXOXXOOOXXOOXOXOOO,1
X OXX   OX    OX XO OOOX ,0
    OO OOXXOXXOO OX   XXX,0
OOOOOXXO XXXOOXOXXOXXOXOX,0
X OOOXXXO OXXXXO OX  OOX ,1
XX  XOOX X OOOO  O     XX,0
XOOOOXXOXXOOXOOXOXXXXOOX ,0
X    XX  XXOOOOO O O   XX,0
XX OXXOXXOXOXXOOOOOXXOOXO,0
 XOXXXXO XOXOOXOO OX O X ,1
X XX OOOXXXOOX XOOOXXXOOO,0
X O X  XOXOOOX O OXO XX X,1
O X XOO OXX   XXO XXOO XO,1
OOOOO X O XOX X OXXXX O X,0
XOOOXOXOOX  OOOX   XXXOXX,0
XOOXOXXXOOXXXXO OXOXOOOOX,0
OXXOXXX OO XXX  OOX  OXOO,1
XOOOOXOXOXXOOOXXXXXOXXOXO,1
XXOX O XXOOXOXXXOOOXOXOOX,1
 XOX OXOOOOXOOXXXXX XOXO ,1
OOX OO XX  XOO XOXX XO  X,1
OXOOXXXOXOX OXX XXOXOXOOO,1
OOXXXXX XOOXOXOXOXOO XOXO,1
O  X    XOXXOXOO  XO  OXX,1
XXOOOXOOXXXOOOXOXOXOO XXX,0
XX  XXX   OOX X OO  OXOOO,0
  OXXXOXXX OOXOXOXOOOX OX,1
OXOOXOXOX XO XXOOXXOXOXOX,1
X  OXX    O XXX X OOOOO  ,0
 XXOOXOOXOXOXOXOOX XX   O,0
  XO   X  O X  O XO XX  O,1
XX OXXO XXOOOOX   XOX XOO,1
  X O   OXOOOX  XX  XXO O,0
 X XOXO O OOXXXXOOOOOX XX,0
X XOOOXXOOXOXOOXO X XX XO,1
XOXXXOOOXX OXX XOOOOXXO O,0
OXX OO X XO XXXO OXOOXX O,1
XXO XX OOOXO OXOXXXOOXOOX,0
OXXOXXO XOOO X OX XOOXXXO,1
OXXXXOOOOXXOXXXOXOOXOXOXO,1
XXX    X OO XX OX OXOXOOO,1
OXOOOOXOXXOO XX XX OOXXXO,0
XOOX XO X X  X OOXO  XXOO,1
OXXX XO X XOOOOOX  XXO O ,0
OXX OO XO XXX XOOXXOXXOOO,1
OXXOOOOXXXOO XX XXOXXXOOO,1
  OOX   XOXO XXO X XO  OX,1
OOXOOXXXXXOOOXOXOOXOXXOXX,1
XOO XOOXXOXOOXO XX XXXO O,1
XOXXOXXOXXXXOOOOXXO OOOOX,0
OXOOOOXXXXOXOXXOXOOXOXOXX,1
OOXXOOX OXOXXXXOOOOOXXXOX,0
OX XXXOOOOXOOXXXOXOXOXOOX,0
XOOOXOOXXXXXOXOOXOXOOXXOX,1
 XO OXOXXOXOOOOXXXXXXOOOX,1
XXOOXOXOOXOXX OXOOOOX XXX,1
OXOOXXXOXOOOX X OX  OOXXX,1
 XOOOX OOOXXO XXOXOXOXXOX,0
XOOXOOOOXXOOOXOXXXOXOXXXX,1
  X OOXOOXXOOOOOXXXX XXO ,0
XXXOOXOOXXOXX OXOOXOOXOXO,0
 XO OX OOXXOOXXXXOOO XXOX,1
XOOOOXOXOXXOXOXO   OX XX ,0
X XOX OX XX  OX   X OOOOO,0
 XOXOX XX OXOOOX XOXXOXOO,1
OXOXOXXOXOXXOXXOXOOXXXOOO,1
OXXXOXOXXOOXX OOOOOXXXOOX,0
XXXXX OX OXOXO OOXXO OXOO,1
X XOXXOOX OOXXXOOXOXOOXXO,1
  XOOOX   OXX  X XXXOOOOX,1
O O X  X X  OOXOXXX XOOOX,1
   XOOXXO XO O X  OXXOX  ,1
 XX XXO OX   OXO O X O XO,1
 XX O  X O X OO XXOOO X X,1
XOOOXXXOOO XXOO XXX XX OO,1
XOXOOOXXO X OOXXXXOXOXXOO,1
 X  XX  X   OXXOOOO  X OO,0
OOOOX XXOXOXXOXOOXOOXXXXO,0
XXOXXOOOOXOOOXOXXOXXXOXXO,1
OXOXXOX XXXOOOXOXXOO O XO,0
OXOXOOOXXXXXXOOOXOX OOXOX,0
OXOX  XOOO XXOX XXXXXOOOO,1
XOXX OXX   OXX   X OOOOO ,0
  XOOOX XOOXO XOXOXOXX  X,1
XXOXOXXXOOXOXXXOOOOXOXOOX,1
XXXXOXXO OXOXOXOOOXOOOOXX,0
O   XOO XXOOX  XOXOXXXOOX,1
O OX OXOXO XXXOOOXXX   OX,1
 X XXXX X O O OOOOOXX OXO,0
OOX OOXO OX  XXX XO X XO ,1
OOX XOXXXOXOOOXXOXXXOOXOO,0
OXOOXOXX XX OXOOOXOXOXOXX,1
X   X   X X X OOOX O OXO ,1
XXXO O XXOXOOXOOOXOOXXOXX,1
OOOOOXXXXOOOXXOO XXXXX  O,0
  OOX XOOXXXXXOXX OOOX O ,1
OXXOOOOOXOX OX XXXXXX OOO,0
OOOOXOX XOXXXXXXOXOOXO   ,1
XOO XXOOXO OXOXXXOXXOX O ,1
X OX O OXO XOX OXOXO X X ,1
OOX XX  OOXXOX OOXX O O X,0
XO XXOOOXO XX OXOX O  XXO,1
XX   OXOOO XO OOO XOXXXX ,0
 X  XOOOXOXOOOXOXX  XX  O,0
OOOOOXOXX XXXO  OOXX  OXX,0
XXOOXXOXXOOXXOXOXOOOXXOXO,1
OXXOXOOXXOOXOOXOXXOOXXOXX,1
XXXXXOXXOXOOOXXOOOOXOOXOX,1
OXXXXXXXOOXXXOOOXOXOOXOOO,1
OOXXOXOOXXXOXOOOXXOXXXOXO,1
OXXOOXXOXOOXXXOOOOXXXXOOX,1
 XXOO XOOO XX  O XXO X OX,1
OXXXXXOXOOOOXOOO XXXOX XO,1
OXXXXXOOXOOOOXOXOXOXOXXXO,1
XXO X  XXO O O X OO OOXX ,0
XOOOX X XXXOXOXOOOOX X XO,1
XOOOOO OOOOXXXXXXXXXOXOOX,0
OXOXXX OXXOOOXOOOXOXXOXX ,1
XXOOX   XO XOX XOOXOOXOOX,0
OXXOXXOOXX OO XO OXX OOXX,1
XOOOXXXXOXXXOOOOXOXXXXOOO,1
XXOXOXXOOOXXO OOXOXOOOXXX,0
OXOXO X OOXXOOOXXXXOXXOXO,1
 OXOXOXXOOXOOXXXXXOXOO OX,1
XX OO OOX O OO XX O X X X,0
XOXOOXX   OX  OXOOO O XXX,0
 O OXXOOOXXXOXOXOXOXXOXOX,1
OO XOOOOXOXXOX XOXO XXX X,1
OOOOOXOOOXXXX XXXXXXOXOOO,0
XXXXOXXXOOXOOOOXOOOXXOXXO,1
OOX X OX XXOX OXXOOOOOX X,0
OOXXXXOOXXXOXOXXOOXXOOOOX,1
OO  XO   XO  X   XO  X X ,1
XOXX XO  XXX OOXO OOX OOX,1
  XX  X XO OOXO  X OO XXO,1
XXXXOOXXOXXOXOOOXOOOXXXOO,1
O  X  O X   OX O XOX XX O,1
XXOXOO OXX  O XXO X OXXOO,1
OOO OOXOOXXX X OXX   OX X,0
OXO XOXXOX X OO XO XOOXOX,0
OOXXXX   OOOOO OOXXXXXO X,0
X O OXX X OXO O XOOXXOX  ,1
OOXXXOXXOOOXOOXOXXOXXXXOO,1
   O XO XXXXOOO OX XOOX  ,0
XXOXOOXOOOOOXXXOXOXX XXOO,0
OXOXOXXOOXOXXXXOXOXXOOXOO,1
XOXXOOXOXXXXOXOXOOXXOOOOX,1
X X O OOO O  X XO  XXO X ,0
XXOXXOXXOXOOOXXXOXOOOOXOX,1
OOOXOXXOOXOXOXO OO  XXXXX,0
 XOOXOXOXOOXXOOXOXXXO OXX,1
 XXXOX OO XOOOXXO XXOXOO ,0
 X XOOOOO OXXXOOXOX XX XO,0
 XOXO X OXXXXOOX OOOX  OX,1
O OXXOOOOX XXOX XOXXOXXO ,1
OOOX   XXXO OX  XXOO  XOX,1
XOOOOOOXXOXXOOXXXXXXOXOO ,0
OXXOXOOOXXXOO OXXOOOOXXXX,0
XXXOXOXXXOXOOX O OOX OXOO,0
 OXXXOX OOXOOXXO  XOXOO X,0
X  XXOX OO  O XOOXXOO XXO,0
XOOOOOOXOXOXXX XOOXOXXOXX,0
XOXOXOXOXO XO  X  OXXO XO,1
 O  XX  OXX OOOXO  OO XXX,0
 XXOXO XXOXXOOO XX O OXO ,1
XOXOX X OO X O X XOXXXOOO,1
XXXXOOOOXOXXXXXOO OXOOOX ,1
OXXXOOXO X XXOO OOXXOXOXO,0
XOXOXXXXOOXOXOXOXOOXXXOOO,1
OXXXXXOXOXOX XOOOOOOXXXOO,0
OXOOOXOXOOO OOXOXXXXXXXOX,0
 OXO  X  O OXOXOOOX XX  X,0
XXXOXOOOOX XXXXOX XOXOOOO,1
X XXO XXXOOXOOXXXXOOOOXOO,1
OX XOOXOX OOOOOX XXX  XOX,0
 OOOXXXOXXOXO XXO XOXOOX ,1
XXXOOOOOXXOOXXOOXOXXXO XO,0
OX X X OOOOO XXX  XXOOX O,0
XOXO X X OOXO X XO OXX O ,1
 XOXXX XOOOXOX OOOXOXOOXX,0
XO XXOO OXO   XXO  XOOX X,1
XXXOOXXOOOXOXOXO XOOOXXOX,0
O X  OX XOOX X  XO OX    ,1
OX XOO OX   OX   XO  XOXX,1
OOXXXOX  OXXO O XO XXO OX,1
OXOOOXXXXOOXOOOXXXOXXXOOX,1
XO X XOXXO XOXXO  OX OOXO,1
OXXOX XXXOOOXOXXOO OXO XO,0
OXO OX OXXXXOOOX X  XXOO ,1
OXXXOOXXOXOXOOOOOOXX XOXX,0
 XOXXO  OOOOOOXOXXOXXXOXX,0
XOOXXXOXXOXXOOXXOOXOXOOOX,1
OOXXOOXOOXXXOOXXXOOXXOXXO,1
X  OOXO  OXOX OX XOXX  XO,1
X  OOXXOXX  OO OOX    X  ,0
X      XOX X  O  OOXOOXXO,0
OOXO XOOOX OXOOX XX X XOX,0
XOOOXXOOXOXX  OXXXXXXOOOO,1
OOXOXXXO XXOOOXXXOX OOXOX,1
XO XOO  OXOOO OX XXXXXO  ,0
OXOOXOXXOXXXXOX XOXOOXO O,1
OXXXXOOX X XOOOOXXOX  XOO,1
OOOOOXOXXOXO XOXXXOXOXXXO,0
X XOOX X XX  XOXOOO XOO  ,1
OXXOXXXOXOOOOOXXXXOOX XOO,0
OOX XX O X X  XOOXOXOOXOX,1
OOOXXOOOOOXXOXOXXXXXOX XO,0
 OOXOOXXOXOOOXOXOXOXXXOXX,0
XOOXXO OXXXXOX XOOOOOXXO ,0
XXOOOOXOXXX X OXXOXOOXXOO,1
XOXOOO XOXOOXXXOOOXO XXXX,1
XOXXOXXXOX OXOOOOOXOXOXOX,0
 XXOOO XXOXOXOXOXO OOXXX ,1
O XXOXO XOX XX XOOXXOOXOO,1
XX  X OXO OO   XXXXOOOOOX,0
O XOXO  XXOXX OO XXXO XOO,1
XOO XXXXOOXOOXOXOXXXOOOXO,0
XXOXOOXOXOXOOOXXXXOOOXOXX,1
X XOOXXOOXOXOXXOXXXOOOOOX,0
  OX O  XXO XOOXXO XX OOX,1
OOXXOO XOOOX XX XXXXOOO X,1
XXOXOO XXOOOOOOXXXOXXXOOX,0
OOO OXXXOX XOXOXOX XOOOXX,0
XOXOXXXOOXOXXXOXOOOXO XOO,0
XXXXOOOXXXOOXOOXXOOOOOX X,0
XO    XOXO   OXOOO X X  X,0
O XX  X OX OOOOOX XOOXXX ,0
XX   OXO OXO  XX  XOXO O ,1
XXOX X OXO XXXX O   OOOOO,0
XOXXXXX XO OOOXX XXOOOOOO,0
OO X X X  XOX OXX  OOX  O,1
OXOXXOOXXOOOOOOXXXOXXXO X,0
OXXX OOOXXO OO  XOOOX XXX,0
OOXOXXOXXXOXOXXXOXOXOOOXO,1
XXXXOOXOOOXOXOOXXXXXOOOOX,1
    O  OO XOO XOXX X  OXX,0
XOXOXOXOXXXOXOOOXOOXXOOXX,1
XXXXOOX XOOOOXO OOO XXXXO,0
  OXOOX   OOOOOXXXXXXOXXO,0
OXO OXX XOXXXXOXOXOXOXOOO,1
OXXOXOXOXOXOOOXXO OXOXXOX,0
XOXXXOOOXXOX OXOOOOOXXXOX,0
 O OX XOOX XO XXX XOXOOXO,1
OOOXOXXXX OXX  XXXXOOOOOO,0
X  OXXOOOXOXOOXXXOOXOXXXO,1
OXOOX X OX O XXOXX OX OXO,1
X  OOXOOOOXXOXXXXOXXXOXOO,1
OOX XXXOXOOXOOXXOXOXOOOXX,0
O  XXOXXXOOXXOOXXXOOOOO X,0
OO XOXOXOO XXXOO XXXXO XO,1
OXXOXXOXOXOXOOOXXXOXOXOOX,1
XOOOXOOXOOXXOXX OXOXXOXXO,0
O OOXOXXXXO XXXXOO XO OOX,1
OOXXOXOOOOXOXOXXO OX XXX ,0
OXXX O OXOXXXOXOXOOOOXXXO,1
X  OX    XOO X   X O OX  ,1
XOOXOOOXXXXOOXX XXXOOXOO ,1
  OXOX XOXOXOX  O  XO O X,0
 XOXXXOX OOXXOX  OXOOOXO ,0
XXOOO XOOOXXO  OO X XXX  ,0
OXXOOXXO OXXOX OXX  XXOOO,1
XXX OXOOO OO OXXXXOX OO X,0
X OOOXXO OXOXXOXOOXOXXOXX,1
OXO X OOXOX XXXO   X OO X,1
 XXXOO OX OX X  OXO XOXO ,1
O  XOOXXX XOO OXXX  XO O ,1
  XX XOXXOX OO OO  XX OO ,0
XOOOXOXXOXOX OX XXOOXOXO ,0
XXOOXOOXOOXXXXXOOXOO OXOX,0
OXXXXXOOXOOOX XXXO OOX O ,1
XXXXX OXOOOOOXXOOXOXOOXOX,0
 OO XXX  XXO OXOO X   XO ,1
OXXOOXXXO O OOXXOOXXOXOX ,0
XXOO X OOOXX O XX    XOOX,1
XXOXOOXXOXOOOXOXO XOXOOXX,0
OOOOOXXXOXXOXOOXOO XXOXXX,0
XOX XXOXXOOXXO OOXOXOX  O,1
 XOX  X XOXO  OX O  X XOO,1
XXX OXO OOXXXXOOX XOO XOO,1
XXOOOOOXXXO OXOOXXOXXXOXO,0
OOXOOXOXOOXXXXX  OXXO XO ,1
OXOX XOXX O XX XXOOOXOOXO,1
 XOOOOOO   O XXXX   X   X,0
OX OXXOOOOOXX XO XXOOX  X,0
XXX XXOOOX XXXOOOOOXOXOO ,0
OOOOOXXOXXOOXXXXOOXOO XXX,0
OX XXO OXX OOOOOX XXX XOO,0
XOOOXXOXOXOXOOXOOOXXXOXXX,1
XOOXOOXOXOX OOX OXOXXXXO ,0
XOXOOOXX   XOXX XXOXOXOOO,1
OXOO OXX OXOO XXXXO XXOOX,1
 XOXXOXOXXOOXO OOX O XXOX,1
XXXOXXXOOOOOOXOXOX XOXOXO,0
